SUSE Storage,1.9.6 - Prime,11 Jun 2026,24 Jan 2026,24 Jan 2027
SUSE Storage,1.9.5 - Prime,08 May 2026,24 Jan 2026,24 Jan 2027
SUSE Storage,1.9.4 - Prime,23 Dec 2025,24 Jan 2026,24 Jan 2027
SUSE Storage,1.9.3 - Prime,19 Nov 2025,24 Jan 2026,24 Jan 2027
SUSE Storage,1.9.2 - Prime,24 Sep 2025,24 Jan 2026,24 Jan 2027
SUSE Storage,1.9.1 - Prime,24 Jul 2025,24 Jan 2026,24 Jan 2027
SUSE Storage,1.9.0 - Community,27 May 2025,,
SUSE Storage,1.8 - Stable,21 Jan 2025,,03 Mar 2026
SUSE Storage,1.7 - Stable,20 Aug 2024,,04 Sept 2025
SUSE Storage,1.6 - Stable,01 Feb 2024,,01 Aug 2025
SUSE Storage,1.5,07 Jul 2023,,17 Nov 2024
SUSE Storage,1.4,30 Dec 2022,,13 Mar 2024
SUSE Storage,1.3,15 Jun 2022,,11 Aug 2023
SUSE Storage,1.2,01 Sep 2021,,17 Dec 2022
SUSE Storage,1.1,08 Dec 2020,,07 Jul 2022
SUSE Security,5.5.x,"March 19, 2026",,"September 19, 2027"
SUSE Security,5.4.x,"September 18, 2024",,"October 31, 2026"
SUSE Security,5.3.x,"February 1, 2024",,"February 1, 2026"
